date,ESP_real_estate_f1__ESP_real_estate_f2
2015-10-09,-0.8521586537228815
2015-10-12,-0.8521452468944009
2015-10-13,-0.8521348829772648
2015-10-14,-0.8521268560127658
2015-10-15,-0.8521206296223897
2015-10-16,-0.8521157941285804
2015-10-19,-0.8521120352822759
2015-10-20,-0.8521091111970956
2015-10-21,-0.8521068351672935
2015-10-22,-0.8521050627591378
2015-10-23,-0.8521036820428426
2015-10-26,-0.8521026061566166
2015-10-27,-0.8521017676181605
2015-10-28,-0.85210111395554
2015-10-29,-0.8521006043406141
2015-10-30,-0.8521002069882717
2015-11-02,-0.8520998971431498
2015-11-03,-0.8523840085284556
2015-11-04,-0.8523213097874084
2015-11-05,-0.8522725694802683
2015-11-06,-0.8522346540468685
2015-11-09,-0.8522051422575448
2015-11-10,-0.852182161025887
2015-11-11,-0.8521642588080984
2015-11-12,-0.852150309181524
2015-11-13,-0.8521394370654063
2015-11-16,-0.8521309620492595
2015-11-17,-0.8521243547251686
2015-11-18,-0.8521192029546564
2015-11-19,-0.8521151857569046
2015-11-20,-0.8521120530636257
2015-11-23,-0.8521096100022786
2015-11-24,-0.8521077046823373
2015-11-25,-0.8521062186962097
2015-11-26,-0.8521050597267875
2015-11-27,-0.852104155791584
2015-11-30,-0.8521034507594
2015-12-01,-0.8524525922149891
2015-12-02,-0.8523757415790745
2015-12-03,-0.8523157612604729
2015-12-04,-0.8522689626664995
2015-12-07,-0.8522324513105156
2015-12-08,-0.8522039673278698
2015-12-09,-0.8521817467141458
2015-12-10,-0.8521644127519672
2015-12-11,-0.8521508911203326
2015-12-14,-0.8521403435567887
2015-12-15,-0.8521321160393963
2015-12-16,-0.8521256983234985
2015-12-17,-0.8521206923530064
2015-12-18,-0.852116787604587
2015-12-21,-0.8521137418460382
2015-12-22,-0.8521113661216982
2015-12-23,-0.8521095130373463
2015-12-24,-0.8521080676201673
2015-12-25,-0.8521069401881509
2015-12-28,-0.8521060607873938
2015-12-29,-0.8521053748526896
2015-12-30,-0.852104839822481
2015-12-31,-0.8521044224983391
2016-01-01,-0.8528834723096095
2016-01-04,-0.8527110400839701
2016-01-05,-0.8525772550570913
2016-01-06,-0.8524733505016306
2016-01-07,-0.8523925799344602
2016-01-08,-0.8523297474267818
2016-01-11,-0.8522808412012944
2016-01-12,-0.8522427573772651
2016-01-13,-0.8522130904830687
2016-01-14,-0.8521899737910965
2016-01-15,-0.8521719570947046
2016-01-18,-0.8521579128038675
2016-01-19,-0.8521469635795098
2016-01-20,-0.8521384264282537
2016-01-21,-0.8521317694271087
2016-01-22,-0.8521265781710649
2016-01-25,-0.8521225297258318
2016-01-26,-0.8521193723864362
2016-01-27,-0.8521169099349528
2016-01-28,-0.8521149893896014
2016-01-29,-0.8521134914661394
2016-02-01,-0.8521123231481713
2016-02-02,-0.8517698197588622
2016-02-03,-0.8518440571859238
2016-02-04,-0.8519019129769198
2016-02-05,-0.851946999049275
2016-02-08,-0.8519821409903615
2016-02-09,-0.8520095363826157
2016-02-10,-0.8520308954678514
2016-02-11,-0.8520475498823229
2016-02-12,-0.8520605368727556
2016-02-15,-0.8520706646225406
2016-02-16,-0.8520785629862438
2016-02-17,-0.8520847229289725
2016-02-18,-0.8520895272079271
2016-02-19,-0.8520932742546967
2016-02-22,-0.8520961967734615
2016-02-23,-0.8520984762293601
2016-02-24,-0.8521002541383208
2016-02-25,-0.8521016408663883
2016-02-26,-0.8521027224890884
2016-02-29,-0.8521035661392367
2016-03-01,-0.8521727044602121
