date,FRA_banking_system_f1__FRA_banking_system_f2
2015-11-23,-0.9163162724220446
2015-11-24,-0.91631983854812
2015-11-25,-0.9163222046367119
2015-11-26,-0.9163237741572893
2015-11-27,-0.9163248151265504
2015-11-30,-0.9163255054706898
2015-12-01,-0.9165219149612499
2015-12-02,-0.9164199955363379
2015-12-03,-0.9163731484501504
2015-12-04,-0.9163512942985457
2015-12-07,-0.9163408800061663
2015-12-08,-0.916335775101943
2015-12-09,-0.9163331842079114
2015-12-10,-0.9163318160632927
2015-12-11,-0.9163310628858508
2015-12-14,-0.9163306312438856
2015-12-15,-0.9163303748480465
2015-12-16,-0.9163302179532284
2015-12-17,-0.9163301196887255
2015-12-18,-0.9163300570693299
2015-12-21,-0.9163300166641779
2015-12-22,-0.9163299903636734
2015-12-23,-0.9163299731406547
2015-12-24,-0.9163299618157185
2015-12-25,-0.9163299543484111
2015-12-28,-0.9163299494155547
2015-12-29,-0.9163299461528962
2015-12-30,-0.9163299439931454
2015-12-31,-0.9163299425626885
2016-01-01,-0.9132848405000623
2016-01-04,-0.9138890593611277
2016-01-05,-0.9145226280376906
2016-01-06,-0.9150478554191473
2016-01-07,-0.9154431958989343
2016-01-08,-0.9157262941680493
2016-01-11,-0.9159233006960632
2016-01-12,-0.916058037371988
2016-01-13,-0.9161491889467112
2016-01-14,-0.916210426607186
2016-01-15,-0.9162513822761202
2016-01-18,-0.9162786928062344
2016-01-19,-0.9162968691446576
2016-01-20,-0.9163089508841485
2016-01-21,-0.9163169748176959
2016-01-22,-0.9163223008490885
2016-01-25,-0.9163258347984894
2016-01-26,-0.9163281790873019
2016-01-27,-0.9163297339491229
2016-01-28,-0.9163307651090536
2016-01-29,-0.9163314489096368
2016-02-01,-0.9163319023419789
2016-02-02,-0.8983677951824385
2016-02-03,-0.9028874512424584
2016-02-04,-0.9067292233480034
2016-02-05,-0.9096534358642238
2016-02-08,-0.9117603315739959
2016-02-09,-0.9132319709076413
2016-02-10,-0.9142408262992314
2016-02-11,-0.9149243735764856
2016-02-12,-0.9153840533613016
2016-02-15,-0.9156916880094914
2016-02-16,-0.9158969171409533
2016-02-17,-0.9160335450182152
2016-02-18,-0.9161243781891569
2016-02-19,-0.9161847114351873
2016-02-22,-0.9162247620423576
2016-02-23,-0.9162513380399542
2016-02-24,-0.9162689681970735
2016-02-25,-0.9162806617733764
2016-02-26,-0.9162884168935974
2016-02-29,-0.9162935596574368
2016-03-01,-0.9158499318167572
2016-03-02,-0.9159302116294687
2016-03-03,-0.916022846389735
2016-03-04,-0.9161017003607242
2016-03-07,-0.9161616815806102
2016-03-08,-0.9162048459413987
2016-03-09,-0.9162349610028873
2016-03-10,-0.9162555868387838
2016-03-11,-0.9162695523170372
2016-03-14,-0.9162789394587595
2016-03-15,-0.9162852195871005
2016-03-16,-0.9162894082337235
2016-03-17,-0.9162921963285271
2016-03-18,-0.9162940497239771
2016-03-21,-0.9162952807026099
2016-03-22,-0.9162960978174053
2016-03-23,-0.9162966400059519
2016-03-24,-0.9162969996792274
2016-03-25,-0.9162972382369687
2016-03-28,-0.9162973964458386
2016-03-29,-0.9162975013605307
2016-03-30,-0.9162975709303202
2016-03-31,-0.9162976170611303
2016-04-01,-0.9166184074346728
2016-04-04,-0.9163945660247639
2016-04-05,-0.9163132827974576
2016-04-06,-0.9162897326182442
2016-04-07,-0.9162877105157806
2016-04-08,-0.9162924212433847
2016-04-11,-0.9162982275600835
2016-04-12,-0.9163032635240687
2016-04-13,-0.9163071259957309
2016-04-14,-0.9163099176619078
2016-04-15,-0.9163118702400517
2016-04-18,-0.9163132095924951
2016-04-19,-0.9163141173113261
2016-04-20,-0.916314727820425
2016-04-21,-0.9163151364196831
2016-04-22,-0.9163154090121624
2016-04-25,-0.9163155904887313
2016-04-26,-0.9163157111392226
2016-04-27,-0.9163157912780863
2016-04-28,-0.9163158444762534
2016-04-29,-0.9163158797765039
2016-05-02,-0.9163159031942333
2016-05-03,-0.9140880568322658
2016-05-04,-0.914185494630162
2016-05-05,-0.9146050304464131
2016-05-06,-0.9150507318350471
2016-05-09,-0.915423597101906
2016-05-10,-0.9157059772366413
2016-05-11,-0.915909013184654
2016-05-12,-0.9160506888780872
2016-05-13,-0.9161477585630373
2016-05-16,-0.9162135064354393
2016-05-17,-0.9162577124077294
2016-05-18,-0.9162872928804768
2016-05-19,-0.9163070249626476
2016-05-20,-0.9163201605587308
2016-05-23,-0.9163288930781969
2016-05-24,-0.9163346932606286
2016-05-25,-0.9163385434969209
2016-05-26,-0.9163410983353317
2016-05-27,-0.916342793169147
2016-05-30,-0.9163439172986749
2016-05-31,-0.9163446628134485
2016-06-01,-0.9151737545260754
2016-06-02,-0.915428855442709
2016-06-03,-0.9156769456501925
2016-06-06,-0.9158764136529232
2016-06-07,-0.9160241289817446
2016-06-08,-0.9161288928677624
2016-06-09,-0.9162013629179064
2016-06-10,-0.9162507380350957
2016-06-13,-0.9162840588000999
2016-06-14,-0.9163064083983706
2016-06-15,-0.9163213399797323
2016-06-16,-0.9163312898928715
2016-06-17,-0.9163379089441843
2016-06-20,-0.9163423072628922
2016-06-21,-0.9163452277622168
2016-06-22,-0.9163471660381376
2016-06-23,-0.9163484520170304
2016-06-24,-0.9163493050370107
2016-06-27,-0.9163498707850235
2016-06-28,-0.916350245970566
2016-06-29,-0.9163504947658406
2016-06-30,-0.9163506597416415
2016-07-01,-0.895615381905001
2016-07-04,-0.9007686675860642
2016-07-05,-0.9051917448100948
2016-07-06,-0.9085768518534909
2016-07-07,-0.911024178871276
2016-07-08,-0.9127374067202176
2016-07-11,-0.9139135965186234
2016-07-12,-0.9147112912415976
2016-07-13,-0.9152480777104869
2016-07-14,-0.9156074674518397
2016-07-15,-0.9158472908855572
2016-07-18,-0.9160069791301978
2016-07-19,-0.9161131564657742
2016-07-20,-0.9161836874040004
2016-07-21,-0.9162305100220917
2016-07-22,-0.9162615807785376
2016-07-25,-0.9162821931907098
2016-07-26,-0.9162958650278006
2016-07-27,-0.9163049322158134
2016-07-28,-0.9163109451118534
2016-07-29,-0.9163149323464143
2016-08-01,-0.9163175762440581
2016-08-02,-0.9078850830308511
2016-08-03,-0.9095961427441245
2016-08-04,-0.911348216338963
2016-08-05,-0.9127962733807289
2016-08-08,-0.9138871915318236
2016-08-09,-0.9146695699187547
2016-08-10,-0.9152147596807638
2016-08-11,-0.9155880120369566
2016-08-12,-0.915840711313349
2016-08-15,-0.9160105682230054
2016-08-16,-0.9161242084920436
2016-08-17,-0.9162000055193851
2016-08-18,-0.9162504598134569
2016-08-19,-0.9162840001783916
