date,DEU_public_finance_f1__DEU_public_finance_f2
2024-05-31,0.8619831515677203
2024-06-03,0.765561495974109
2024-06-04,0.4694348519563647
2024-06-05,0.2233978736854398
2024-06-06,0.02038178198286392
2024-06-07,-0.14589486009196814
2024-06-10,-0.28108508179740943
2024-06-11,-0.39025219301417824
2024-06-12,-0.47786879632847173
2024-06-13,-0.5478179441425358
2024-06-14,-0.6034124705996128
2024-06-17,-0.6474337701744051
2024-06-18,-0.6821846742731269
2024-06-19,-0.7095494849465678
2024-06-20,-0.7310551391177588
2024-06-21,-0.7479292504010836
2024-06-24,-0.7611525316715932
2024-06-25,-0.7715044849914263
2024-06-26,-0.779602190429615
2024-06-27,-0.7859325939643028
2024-06-28,-0.7908789861711916
2024-07-01,-0.7947424712036284
2024-07-02,-0.5358150333116846
2024-07-03,-0.5549446430254059
2024-07-04,-0.5778686019663454
2024-07-05,-0.6034138246567291
2024-07-08,-0.6304290587912119
2024-07-09,-0.6578175058259095
2024-07-10,-0.6845916012073072
2024-07-11,-0.709930486142203
2024-07-12,-0.733222490677745
2024-07-15,-0.7540814065667627
2024-07-16,-0.7723344603041506
2024-07-17,-0.7879880274503227
2024-07-18,-0.8011814434102412
2024-07-19,-0.8121392615366944
2024-07-22,-0.8211294268457733
2024-07-23,-0.8284310925178698
2024-07-24,-0.8343126834091036
2024-07-25,-0.8390188918242122
2024-07-26,-0.8427644958820193
2024-07-29,-0.8457328544833678
2024-07-30,-0.8480772798161774
2024-07-31,-0.8499239516040474
2024-08-01,-0.5040299938932224
2024-08-02,-0.5416871940548169
2024-08-05,-0.5791883709502591
2024-08-06,-0.615549785421803
2024-08-07,-0.6499084845875497
2024-08-08,-0.6815792031955452
2024-08-09,-0.7100941588635169
2024-08-12,-0.7352141492399972
2024-08-13,-0.7569101656619801
2024-08-14,-0.7753232155198527
2024-08-15,-0.7907138654081896
2024-08-16,-0.8034122505541178
2024-08-19,-0.8137758056156871
2024-08-20,-0.8221579326690748
2024-08-21,-0.8288876636691063
2024-08-22,-0.8342585625356039
2024-08-23,-0.8385244632976456
2024-08-26,-0.8418997328382611
2024-08-27,-0.8445621853478481
2024-08-28,-0.8466572954286801
2024-08-29,-0.8483028202228875
2024-08-30,-0.8495932985115593
2024-09-02,-0.8506041451853981
2024-09-03,-0.15045437122707184
2024-09-04,0.03485692959593134
2024-09-05,0.1924405690167534
2024-09-06,0.32428850128005493
2024-09-09,0.4331123613903356
2024-09-10,0.5219269873681659
2024-09-11,0.5937470095644396
2024-09-12,0.6513927142019424
2024-09-13,0.6973849335645371
2024-09-16,0.7339041737323095
2024-09-17,0.7627914025222949
2024-09-18,0.7855728488546181
2024-09-19,0.8034963953596007
2024-09-20,0.8175715658749204
2024-09-23,0.8286084057361784
2024-09-24,0.8372528062499062
2024-09-25,0.8440172575424939
2024-09-26,0.8493068609318399
2024-09-27,0.853440889009962
2024-09-30,0.8566703940532995
2024-10-01,0.8636703210930936
2024-10-02,0.8641155807087614
2024-10-03,0.8646877051069973
2024-10-04,0.8652930777463224
2024-10-07,0.8658744382486139
2024-10-08,0.8664009582558101
2024-10-09,0.8668595709998639
2024-10-10,0.8672482332353098
2024-10-11,0.8675711179280986
2024-10-14,0.8678354199881929
2024-10-15,0.8680493730419411
2024-10-16,0.8682211088030592
2024-10-17,0.8683580675578524
2024-10-18,0.8684667489994149
2024-10-21,0.8685526605097574
2024-10-22,0.8686203709265408
2024-10-23,0.8686736133952607
2024-10-24,0.8687154044608452
2024-10-25,0.8687481614898955
2024-10-28,0.8687738096143379
2024-10-29,0.8687938746967996
2024-10-30,0.8688095617534567
2024-10-31,0.8688218197674068
2024-11-01,0.657442702229481
2024-11-04,0.31085455488243663
2024-11-05,0.04662464843561613
2024-11-06,-0.1562356889533476
2024-11-07,-0.3127040299145038
2024-11-08,-0.4337695122733987
2024-11-11,-0.5276464114929948
2024-11-12,-0.6005524535181876
2024-11-13,-0.6572346136993649
2024-11-14,-0.7013385447779334
2024-11-15,-0.7356757362419444
2024-11-18,-0.7624207848098363
2024-11-19,-0.7832592487112473
2024-11-20,-0.7994996525113517
2024-11-21,-0.8121589859340343
2024-11-22,-0.822028330512806
2024-11-25,-0.8297234356252124
2024-11-26,-0.8357238107308629
2024-11-27,-0.8404030074569636
2024-11-28,-0.8440521154166369
2024-11-29,-0.8468980150130802
2024-12-02,-0.8491175704153623
2024-12-03,-0.7655490774093434
2024-12-04,-0.7776835268613171
2024-12-05,-0.7895877627241317
2024-12-06,-0.8006472876346374
2024-12-09,-0.8105299866941769
2024-12-10,-0.8191060674798125
2024-12-11,-0.8263813452806898
2024-12-12,-0.8324442176545903
2024-12-13,-0.8374262238591452
2024-12-16,-0.8414748213629155
2024-12-17,-0.8447361230189715
2024-12-18,-0.8473450795261329
2024-12-19,-0.8494208070383519
2024-12-20,-0.8510652070167214
